Status,FeatureType,PropertyName,SubPropertyName,GISPropNum,OMPPropID,Borough,District,x,y
Activated,Misting Station,Murray Playground,,Q141,Q141,Queens,Q-02,-73.9479480402453,40.746831051144
Activated,Misting Station,Queensbridge Park,,Q104,Q104,Queens,Q-01,-73.9478986867229,40.7571444775112
Activated,Misting Station,Newtown Playground,,Q041,Q041,Queens,Q-04,-73.8696028743966,40.7363667460134
Activated,Misting Station,Maurice A FitzGerald Playground,,Q337,Q337,Queens,Q-09,-73.8392404129782,40.6904115563224
Activated,Misting Station,Detective Keith L Williams Park,K.l. Williams Playground (Tennis),Q121,Q121-02,Queens,Q-12,-73.7852156369736,40.7041288855434
Activated,Misting Station,Mapes Pool,,X236,X236,Bronx,X-06,-73.8866834873453,40.8468681784222
Activated,Misting Station,Monsignor Raul Del Valle Square,,X009,X009,Bronx,X-02,-73.890630599943,40.8207206833568
Activated,Buckner Box Spray Adapter,Pulaski Park,,X041,X041,Bronx,X-01,-73.9252267631657,40.8055143846787
Activated,RPZ Spray Adapter,Pulaski Park,,X041,X041,Bronx,X-01,-73.9240455983657,40.8051648349385
Activated,Buckner Box Spray Adapter,People's Park,,X103,X103,Bronx,X-01,-73.9170221052464,40.8093464047987
Activated,CS Spray Adapter,Clark Playground,,X200,X200,Bronx,X-01,-73.9211663844002,40.8139788427828
Activated,Buckner Box Spray Adapter,Bathgate Playground,,X252,X252,Bronx,X-06,-73.8944820115117,40.8520890187382
Activated,Hydrant Spray Cap,Randall's Island Park,,M107,M107,Manhattan,M-11R,-73.9183771411196,40.7933487709002
Activated,Hydrant Spray Cap,Randall's Island Park,,M107,M107,Manhattan,M-11R,-73.9235754247156,40.8012507144521
Activated,Drinking Fountain Spray Adapter,Eae J Mitchell Park,,X267,X267,Bronx,X-03,-73.8841775470596,40.8364856025245
Activated,Drinking Fountain Spray Adapter,Aqueduct Walk,Morton Plgd,X001A,X001A-01,Bronx,X-05,-73.9141954588455,40.851152985505
Activated,Buckner Box Spray Adapter,Bill Rainey Park,,X255,X255,Bronx,X-02,-73.8970617849571,40.819628537215
Activated,Buckner Box Spray Adapter,Tiffany Playground,,X190,X190,Bronx,X-02,-73.8942104324921,40.8248062710354
Activated,CS Spray Adapter,Magenta Playground,,X214,X214,Bronx,X-12,-73.8677542998972,40.8737243696986
Activated,Buckner Box Spray Adapter,Rev J Polite Playground,,X116,X116,Bronx,X-02,-73.8979042411605,40.8267923846836
Not Yet Activated,Misting Station,P.S. 155 Playground,,M239,M239,Manhattan,M-11,-73.9354171662321,40.7974547555211
Activated,Buckner Box Spray Adapter,Watson Gleason Playground,,X124,X124,Bronx,X-09,-73.8687728758519,40.8276915733177
Activated,Ground Hydrant Spray Adapter,Lyons Square Park,,X029,X029,Bronx,X-02,-73.888162222224,40.8223599635994
Activated,Buckner Box Spray Adapter,Vidalia Park,,X266,X266,Bronx,X-06,-73.8814331522654,40.8441940601103
Activated,Buckner Box Spray Adapter,Vidalia Park,,X266,X266,Bronx,X-06,-73.8816579217145,40.843789016656
Not Yet Activated,Other,Rev Lena Irons Unity Park,,X286,X286,Bronx,X-03,-73.9068573241803,40.8309563578743
Activated,Misting Station,Howard Bennett Playground,,M217,M217,Manhattan,M-10,-73.9386166829807,40.8135247728524
Activated,Buckner Box Spray Adapter,Rev Lena Irons Unity Park,,X286,X286,Bronx,X-03,-73.9065111509117,40.8311662254117
Activated,Drinking Fountain Spray Adapter,Benjamin Gladstone Square,,X022,X022,Bronx,X-02,-73.8909312295062,40.8253812049708
Broken,Misting Station,Heckscher Playground,,B139,B139,Brooklyn,B-04,-73.9181837367497,40.6949515620345
Broken,Misting Station,Pulaski Playground,,B322,B322,Brooklyn,B-03,-73.9418797044741,40.6934141221813
Activated,Misting Station,Sheltering Arms Playground,,M190,M190,Manhattan,M-09,-73.9553215852499,40.8149684927925
Activated,Misting Station,Lt. Wm. Tighe Triangle,,M180,M180,Manhattan,M-12,-73.9281351876035,40.865868193546
